Country Name,Country Code,year,borrow_any,fin_account,distance,lack_doc,lack_trust,save_fin_acc,credit_c_purch,mm_account,save_any,imputer
"Congo, Dem. Rep.",COD,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
"Congo, Rep.",COG,2021,0.4158,0.1812,0.272,0.3078,0.265,0.0544,0.25780000000000003,0.3678,0.4557,Mediana
Costa Rica,CRI,2021,0.3779999999999999,0.6849,0.0953,0.129,0.1159999999999999,0.2185,0.1148,0.21624999999999994,0.4733,Mediana
Cote d'Ivoire,CIV,2021,0.4617,0.2057,0.2362999999999999,0.2689,0.1826,0.0588,0.25780000000000003,0.4039999999999999,0.4279,Mediana
Croatia,HRV,2021,0.4650999999999999,0.918,0.0032,0.0096,0.0207,0.2523999999999999,0.2798,0.21624999999999994,0.4897999999999999,Mediana
Cyprus,CYP,2021,0.4895,0.9313,0.0093999999999999,0.0069,0.0078,0.281,0.2814,0.21624999999999994,0.4514,Mediana
Czech Republic,CZE,2021,0.4160999999999999,0.9494,0.13395,0.1291,0.11564999999999995,0.5977,0.2391,0.21624999999999994,0.8181999999999999,Mediana
Denmark,DNK,2021,0.6255,1.0,0.13395,0.1291,0.11564999999999995,0.6729,0.4447,0.21624999999999994,0.8456999999999999,Mediana
Djibouti,DJI,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
Dominican Republic,DOM,2021,0.4509,0.4955,0.1417,0.1981,0.1664999999999999,0.1243,0.072,0.0757,0.3752,Mediana
Ecuador,ECU,2021,0.471,0.6418,0.184,0.1409,0.1407,0.131,0.0992,0.21624999999999994,0.3882,Mediana
"Egypt, Arab Rep.",EGY,2021,0.4644,0.261,0.0567,0.0513,0.045,0.0355,0.25780000000000003,0.0292,0.2079,Mediana
El Salvador,SLV,2021,0.2981,0.3071,0.2014999999999999,0.2584,0.2455,0.0776999999999999,0.25780000000000003,0.1092,0.3835,Mediana
Estonia,EST,2021,0.4683,0.9938,0.13395,0.1291,0.11564999999999995,0.6178,0.2422,0.21624999999999994,0.7777,Mediana
Ethiopia,ETH,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
Finland,FIN,2021,0.6046,0.9953,0.13395,0.1291,0.11564999999999995,0.6204,0.4739,0.21624999999999994,0.7626999999999999,Mediana
France,FRA,2021,0.5257999999999999,0.9924,0.13395,0.1291,0.11564999999999995,0.537,0.326,0.21624999999999994,0.7292000000000001,Mediana
Gabon,GAB,2021,0.5708,0.2755,0.1684,0.1926999999999999,0.2939,0.1128999999999999,0.25780000000000003,0.5748,0.615,Mediana
"Gambia, The",GMB,2021,0.4895,0.7267,0.13395,0.1291,0.11564999999999995,0.1866,0.25780000000000003,0.21624999999999994,0.5014,Mediana
Georgia,GEO,2021,0.4033,0.7047,0.0915,0.0704,0.1164,0.0779,0.1182,0.0823,0.2371,Mediana
Germany,DEU,2021,0.6636,0.9998,0.13395,0.1291,0.11564999999999995,0.5714,0.4571,0.21624999999999994,0.856,Mediana
Ghana,GHA,2021,0.5221,0.392,0.1328,0.1568999999999999,0.1306,0.2105999999999999,0.25780000000000003,0.5969,0.6857,Mediana
