"CountryCode","SeriesCode","DESCRIPTION",
"OED","fin38.41.d.s","Only high-income countries are covered.",
"OED","fin26.t.a.9","Only high-income countries are covered.",
"OED","fin31b.t.a.s","Only high-income countries are covered.",
"OED","fin25d.a.s.8","Only high-income countries are covered.",
"OED","fin65e.11.a.10","Only high-income countries are covered.",
"OED","fin22b.t.a.8","Only high-income countries are covered.",
"OED","fin25f.a.s.2","Only high-income countries are covered.",
"OED","fin38.a.6","Only high-income countries are covered.",
"OED","fin14ca.a.s","Only high-income countries are covered.",
"OED","fin22c.a","Only high-income countries are covered.",
"OED","fin33n.t.a.8","Only high-income countries are covered.",
"OED","fing2p.t.d","Only high-income countries are covered.",
"OED","fin20b.t.a.10","Only high-income countries are covered.",
"OED","fin21b.t.14.a.2","Only high-income countries are covered.",
"OED","fin46.a","Only high-income countries are covered.",
"OED","mobileaccount.t.d.1","Only high-income countries are covered.",
"OED","fin15.t.a.10","Only high-income countries are covered.",
"OED","fin15.t.a.5","Only high-income countries are covered.",
"OED","fin19.t.a.7","Only high-income countries are covered.",
"OED","fin25e.a.s.5","Only high-income countries are covered.",
"OED","fin39b.a.s","Only high-income countries are covered.",
"OED","fin25a.t.a.s.6","Only high-income countries are covered.",
"OED","fin36y.t.a.s","Only high-income countries are covered.",
"OED","fin21.t.a.4","Only high-income countries are covered.",
"OED","fin24b.t.a.2","Only high-income countries are covered.",
"OED","fin25c.a.s.1","Only high-income countries are covered.",
"OED","fin26.t.a.2","Only high-income countries are covered.",
"OED","fin14a.a.2","Only high-income countries are covered.",
"OED","fin33n.t.a","Only high-income countries are covered.",
"OED","fin33y.t.a.4","Only high-income countries are covered.",
"OED","fin14b.a.7","Only high-income countries are covered.",
"OED","fin25f.a.s.10","Only high-income countries are covered.",
"OED","fin27.29a.t.d.s","Only high-income countries are covered.",
"OED","fin28.t.a.9","Only high-income countries are covered.",
"OED","fin10.t.a.s","Only high-income countries are covered.",
"OED","fin23.t.d.10","Only high-income countries are covered.",
"OED","fing2p.t.d.6","Only high-income countries are covered.",
"OED","g20.t.made.2","Only high-income countries are covered.",
"OED","fin46.a.5","Only high-income countries are covered.",
"OED","fin31b.t.a","Only high-income countries are covered.",
"OED","fin34c2y.t.a","Only high-income countries are covered.",
"OED","fin65e.11.a.1","Only high-income countries are covered.",
"OED","fin23.t.d.4","Only high-income countries are covered.",
"OED","fin38.a.10","Only high-income countries are covered.",
"OED","fin18.t.d.1","Only high-income countries are covered.",
"OED","fin25e.a.s","Only high-income countries are covered.",
"OED","fin25f.a.s.8","Only high-income countries are covered.",
"OED","fin42.t.a.8","Only high-income countries are covered.",
"OED","fin22a.t.a.8","Only high-income countries are covered.",
"OED","fin1.t.a.6","Only high-income countries are covered.",
"OED","fin30.t.a.11","Only high-income countries are covered.",
"OED","fin65e.11.a.7","Only high-income countries are covered.",
"OED","fin22a.14.a.3","Only high-income countries are covered.",
"OED","fin22a.14.a.5","Only high-income countries are covered.",
"OED","fin22c.a.3","Only high-income countries are covered.",
"OED","fin24b.t.a.8","Only high-income countries are covered.",
"OED","fin30.t.a.9","Only high-income countries are covered.",
"OED","fin17a.t.a.1","Only high-income countries are covered.",
"OED","fin17b.t.a.1","Only high-income countries are covered.",
"OED","fin25d.a.s.4","Only high-income countries are covered.",
"OED","fin27c2.t.a.s","Only high-income countries are covered.",
"OED","fin38.39c1.a.s","Only high-income countries are covered.",
"OED","fin5.d.10","Only high-income countries are covered.",
"OED","fin33.14.a.7","Only high-income countries are covered.",
"OED","fin39b.t.a.s","Only high-income countries are covered.",
"OED","account.t.d.6","Only high-income countries are covered.",
"OED","fin22a.t.d.7","Only high-income countries are covered.",
"OED","fin24a.t.a.3","Only high-income countries are covered.",
"OED","fin34bn.t.a.s","Only high-income countries are covered.",
"OED","fin42.t.a.4","Only high-income countries are covered.",
"OED","fin65e.11.a.9","Only high-income countries are covered.",
"OED","fin21b.t.14.a.10","Only high-income countries are covered.",
"OED","fin17c.14.a.6","Only high-income countries are covered.",
"OED","fin19.t.a.6","Only high-income countries are covered.",
"OED","fin20b.t.a.2","Only high-income countries are covered.",
"OED","fin25b.t.a.s.11","Only high-income countries are covered.",
"OED","fin25e.a.s.6","Only high-income countries are covered.",
"OED","fing2p.t.d.3","Only high-income countries are covered.",
"OED","fin27.29c2.t.d","Only high-income countries are covered.",
"OED","fin5.d.3","Only high-income countries are covered.",
"OED","mobileaccount.t.d.6","Only high-income countries are covered.",
"OED","fin14b.a.2","Only high-income countries are covered.",
"OED","fin15.t.a.11","Only high-income countries are covered.",
"OED","fin29a.t.d","Only high-income countries are covered.",
"OED","fin32.t.a.8","Only high-income countries are covered.",
"OED","g20.t.1","Only high-income countries are covered.",
"OED","fin13b.t.14.a.s","Only high-income countries are covered.",
"OED","fin14abca.t.d.9","Only high-income countries are covered.",
"OED","fin16.t.a.3","Only high-income countries are covered.",
"OED","fin15.t.a.4","Only high-income countries are covered.",
"OED","fin25e.a.s.10","Only high-income countries are covered.",
"OED","fin29c1.t.d","Only high-income countries are covered.",
"OED","g20.t.made.4","Only high-income countries are covered.",
"OED","account.t.d.11","Only high-income countries are covered.",
"OED","fin22b.t.a.7","Only high-income countries are covered.",
"OED","fin38.a.7","Only high-income countries are covered.",
"OED","fin6.a","Only high-income countries are covered.",
"OED","fin22a.14.a.11","Only high-income countries are covered.",
"OED","fin34c2n.t.a","Only high-income countries are covered.",
"OED","fin37.t.a.3","Only high-income countries are covered.",
"OED","fin18.t.d.4","Only high-income countries are covered.",
"OED","fin33.14.a","Only high-income countries are covered.",
"OED","fin11a.a","Only high-income countries are covered.",
"OED","fin11e.a","Only high-income countries are covered.",
"OED","fin24b.t.a.3","Only high-income countries are covered.",
"OED","fin25c.a.s.10","Only high-income countries are covered.",
"OED","fin30.t.a.2","Only high-income countries are covered.",
"OED","fin34an.t.d","Only high-income countries are covered.",
"OED","fing2p.39d.t.d","Only high-income countries are covered.",
"OED","fin46.a.6","Only high-income countries are covered.",
"OED","fing2p.t.d.5","Only high-income countries are covered.",
"OED","fin1.t.a.11","Only high-income countries are covered.",
"OED","fin22c.a.11","Only high-income countries are covered.",
"OED","fin28.t.a.6","Only high-income countries are covered.",
"OED","fin34c2.t.a","Only high-income countries are covered.",
"OED","g20.t.made","Only high-income countries are covered.",
"OED","fin1.t.a.3","Only high-income countries are covered.",
"OED","fin18.t.d.2","Only high-income countries are covered.",
"OED","fin33y.t.a.1","Only high-income countries are covered.",
"OED","g20.t.made.3","Only high-income countries are covered.",
"OED","fin13a.t.14.a.s","Only high-income countries are covered.",
"OED","fin21.t.a.9","Only high-income countries are covered.",
"OED","fin17b.t.a.2","Only high-income countries are covered.",
"OED","fin37.t.a","Only high-income countries are covered.",
"OED","fin7.t.a.1","Only high-income countries are covered.",
"OED","fin22a.t.a.5","Only high-income countries are covered.",
"OED","fin24b.t.a.9","Only high-income countries are covered.",
"OED","fin25a.t.a.s.3","Only high-income countries are covered.",
"OED","fin30.t.a.8","Only high-income countries are covered.",
"OED","fin34c2n.t.a.s","Only high-income countries are covered.",
"OED","fin17b.t.a.11","Only high-income countries are covered.",
"OED","fin20b.t.a.1","Only high-income countries are covered.",
"OED","fin42.t.a.9","Only high-income countries are covered.",
"OED","fin65e.11.a.6","Only high-income countries are covered.",
"OED","fin9.t.d","Only high-income countries are covered.",
"OED","fing2p.39d.t.d.s","Only high-income countries are covered.",
"OED","fin27.29a.t.d","Only high-income countries are covered.",
"OED","fin27.29b.t.a.s","Only high-income countries are covered.",
"OED","fin22a.14.a.8","Only high-income countries are covered.",
"OED","fin5.d.11","Only high-income countries are covered.",
"OED","fin22c.a.8","Only high-income countries are covered.",
"OED","fin24a.t.a.2","Only high-income countries are covered.",
"OED","fin25d.a.s.1","Only high-income countries are covered.",
"OED","fin34by.t.a.s","Only high-income countries are covered.",
"OED","fin42.t.a.7","Only high-income countries are covered.",
"OED","fin21.t.a","Only high-income countries are covered.",
"OED","fin30.t.a","Only high-income countries are covered.",
"OED","fin5.d.s","Only high-income countries are covered.",
"OED","fin43a.t.d.s","Only high-income countries are covered.",
"OED","fin45.d","Only high-income countries are covered.",
"OED","fin23.t.d.7","Only high-income countries are covered.",
"OED","fin27.29c2.t.a","Only high-income countries are covered.",
"OED","fin27b.t.a","Only high-income countries are covered.",
"OED","fin5.d.6","Only high-income countries are covered.",
"OED","fin24a.t.a.9","Only high-income countries are covered.",
"OED","fin14a.a.9","Only high-income countries are covered.",
"OED","fin19.t.a.1","Only high-income countries are covered.",
"OED","fin33y.t.a.9","Only high-income countries are covered.",
"OED","fin25c.a.s.7","Only high-income countries are covered.",
"OED","fin33.14.a.2","Only high-income countries are covered.",
"OED","fin26.28.t.a.7","Only high-income countries are covered.",
"OED","fin28.t.a.11","Only high-income countries are covered.",
"OED","mobileaccount.t.d.9","Only high-income countries are covered.",
"OED","fin7.t.a.10","Only high-income countries are covered.",
"OED","fin14a.a.7","Only high-income countries are covered.",
"OED","fin16.t.a.2","Only high-income countries are covered.",
"OED","fin19.t.a","Only high-income countries are covered.",
"OED","fin29c2.t.d","Only high-income countries are covered.",
"OED","fin34ay.t.a","Only high-income countries are covered.",
"OED","fin18.t.d.5","Only high-income countries are covered.",
"OED","fin38.a.2","Only high-income countries are covered.",
"OED","fin25a.t.a.s","Only high-income countries are covered.",
"OED","fin37.t.a.2","Only high-income countries are covered.",
"OED","account.t.d.3","Only high-income countries are covered.",
"OED","fin14abca.t.d.6","Only high-income countries are covered.",
"OED","fin16.t.a.8","Only high-income countries are covered.",
"OED","fin25b.t.a.s.9","Only high-income countries are covered.",
"OED","fin26.t.a.7","Only high-income countries are covered.",
"OED","fin18.t.d.10","Only high-income countries are covered.",
"OED","fin21b.t.14.a","Only high-income countries are covered.",
"OED","fin26.28.t.a.3","Only high-income countries are covered.",
"OED","fin32.t.a.5","Only high-income countries are covered.",
"OED","fin32.t.a.7","Only high-income countries are covered.",
"OED","g20.t.6","Only high-income countries are covered.",
"OED","fin21b.t.14.a.4","Only high-income countries are covered.",
"OED","fin33n.t.a.2","Only high-income countries are covered.",
"OED","fin42.t.a.11","Only high-income countries are covered.",
"OED","fin11g.a","Only high-income countries are covered.",
"OED","fin22a.t.a.10","Only high-income countries are covered.",
"OED","fin36n.t.a","Only high-income countries are covered.",
"OED","account.t.d.9","Only high-income countries are covered.",
"OED","fin16.t.a.6","Only high-income countries are covered.",
"OED","fin22a.14.a.10","Only high-income countries are covered.",
"OED","fin11g.a.s","Only high-income countries are covered.",
"OED","fin14abca.t.d.11","Only high-income countries are covered.",
"OED","fin14a.a.10","Only high-income countries are covered.",
"OED","fin25b.t.a.s.8","Only high-income countries are covered.",
"OED","fin38.39a.a","Only high-income countries are covered.",
"OED","fin38.a.8","Only high-income countries are covered.",
"OED","fin33y.t.a.2","Only high-income countries are covered.",
"OED","fin17c.14.a","Only high-income countries are covered.",
"OED","fin25a.t.a.s.8","Only high-income countries are covered.",
"OED","fin34a.t.d.s","Only high-income countries are covered.",
"OED","fin39b.t.a","Only high-income countries are covered.",
"OED","fin65e.11.a","Only high-income countries are covered.",
"OED","fin25f.a.s.6","Only high-income countries are covered.",
"OED","fin33.14.a.10","Only high-income countries are covered.",
"OED","fin34b.14.d.s","Only high-income countries are covered.",
"OED","g20.t.made.10","Only high-income countries are covered.",
"OED","fin9.t.d.s","Only high-income countries are covered.",
"OED","mobileaccount.t.d.10","Only high-income countries are covered.",
"OED","fin11f.a","Only high-income countries are covered.",
"OED","fin39a.d.s","Only high-income countries are covered.",
"OED","fin65e.11.a.3","Only high-income countries are covered.",
"OED","fing2p.t.d.8","Only high-income countries are covered.",
"OED","g20.t.made.6","Only high-income countries are covered.",
"OED","fin19.t.a.3","Only high-income countries are covered.",
"OED","fin33y.t.a.11","Only high-income countries are covered.",
"OED","fin47c2.a","Only high-income countries are covered.",
"OED","fin1.t.a.10","Only high-income countries are covered.",
"OED","fin11d.a","Only high-income countries are covered.",
"OED","fin22a.14.a.1","Only high-income countries are covered.",
"OED","fin33.14.a.5","Only high-income countries are covered.",
"OED","fin34b.14.d","Only high-income countries are covered.",
"OED","fin5.d.4","Only high-income countries are covered.",
"OED","fin7.t.a.5","Only high-income countries are covered.",
"OED","fin17a.t.a.5","Only high-income countries are covered.",
"OED","fin17a.t.a.9","Only high-income countries are covered.",
"OED","fin22c.a.5","Only high-income countries are covered.",
"OED","fin14abca.t.d.2","Only high-income countries are covered.",
"OED","fin16.t.a","Only high-income countries are covered.",
"OED","fin17c.14.a.1","Only high-income countries are covered.",
"OED","fin22a.t.d.6","Only high-income countries are covered.",
"OED","fin30.t.a.1","Only high-income countries are covered.",
"OED","fin39c1.t.a","Only high-income countries are covered.",
"OED","fin5.d","Only high-income countries are covered.",
"OED","fin9.t.d1.s","Only high-income countries are covered.",
"OED","g20.t.receive.7","Only high-income countries are covered.",
"OED","fin1.t.a","Only high-income countries are covered.",
"OED","fin17b.t.a.3","Only high-income countries are covered.",
"OED","fin28.t.a.5","Only high-income countries are covered.",
"OED","fin7.t.a","Only high-income countries are covered.",
"OED","fin25f.a.s","Only high-income countries are covered.",
"OED","fin27.29a.t.a","Only high-income countries are covered.",
"OED","fin34an.t.d.s","Only high-income countries are covered.",
"OED","fing2p.39b.t.d","Only high-income countries are covered.",
"OED","g20.t.10","Only high-income countries are covered.",
"OED","fin16.t.a.11","Only high-income countries are covered.",
"OED","fin46.a.1","Only high-income countries are covered.",
"OED","g20.t.receive.10","Only high-income countries are covered.",
"OED","fin1.t.a.8","Only high-income countries are covered.",
"OED","fin22a.t.d.4","Only high-income countries are covered.",
"OED","fin24b.t.a.6","Only high-income countries are covered.",
"OED","fin30.t.a.7","Only high-income countries are covered.",
"OED","fin32.t.a.1","Only high-income countries are covered.",
